index,0
ca_export_FK,-0.021897613698813087
endettement,0.1433509325930823
evo_benefice,-0.020274768404281763
ratio_benef,-0.16863920817939418
evo_effectif,-0.07395537555010065
evo_risque,-0.01486749881879894
age,0.685487744480163
effectif_ETI,-0.12415024724487937
effectif_GE,-0.014878698373177441
effectif_MIC,-0.5537689712695468
effectif_PME,0.5826462103482442
ca_total_FL_ETI,-0.12415024724487937
ca_total_FL_GE,-0.014878698373177441
ca_total_FL_MIC,-0.5537689712695468
ca_total_FL_PME,0.5826462103482442
risque_eleve,-0.13033789935358878
risque_faible,0.13286034412603168
risque_moyen,-0.01663162653519506
type_com_Commune monopolarisÃ©e,0.00421993392264601
type_com_Commune multipolarisÃ©e,0.005884028141729501
type_com_Espace Ã  dominante rurale,0.043666395007254076
type_com_PÃ´le urbain,-0.04061162749481545
activite_Commerce Autres,0.02114336369762689
activite_Commerce de gros et intermÃ©diaires du commerce,0.22236265457884108
activite_Construction : Autres,0.012015443124362387
activite_Construction : Travaux divers. Menuiserie. Miroiterie,-0.03813282473038114
activite_Hotels et restaurants,-0.16355395727040178
activite_Industrie alimentaire. bois.cuir,0.1178241553048882
activite_Industrie manufacturiÃ¨re : Autres,0.1836313401065546
activite_Industrie manufacturiÃ¨re : MÃ©tallurgie. travail des mÃ©taux,0.04351104816121343
activite_SantÃ© et action sociale. services sociaux. Ã©ducation. autres,-0.18114404467104364
activite_Services. Location. Immobilier,-0.267148791942873
activite_Transport,0.004254149586429946
actionnaire_entreprise,-0.689982892684619
actionnaire_famille,5.448237617278545
actionnaire_pas d'actionnaire,-1.0760211074122068
actionnaire_personne physique,-0.3458572878607097
forme_jur_simpl_Affaire personnelle,-0.1978543676865242
forme_jur_simpl_Autres,-0.08349309822437734
forme_jur_simpl_Coop. Ou union agricole,-0.029455303253375337
forme_jur_simpl_Forme juridique agricole,-0.014878698373177483
forme_jur_simpl_SARL,-0.6420379731976064
forme_jur_simpl_Societe anonyme,0.5882364706222842
forme_jur_simpl_SociÃ©tÃ© civile,-0.01424513775426432
forme_jur_simpl_SociÃ©tÃ© en nom collectif,-0.09948265718255678
forme_jur_simpl_SociÃ©tÃ© par actions simplifiÃ©e,0.3586625983295048
